条目编号	标题	处理类型	修改前	修改后	次数	上下文
565	莱尔 Laer	恢复英文词间空格	the	the 	1	" took place in 893.M31, long after theSecond Founding(021.M31).

小说《福格瑞姆》"
565	莱尔 Laer	恢复英文句间空格	.Th	. Th	1	The Laer were non-humanoidaliens.They, along with their planetLaeran, 
565	莱尔 Laer	恢复英文句间空格	.Th	. Th	1	and-based and aquatic warrior forms.They wielded gauntlets capable of fir
566	史洛斯 Slaugth	恢复英文词间空格	the	the 	1	possibly ancient, likely native to theCalixis Sectorlong before the arriv
566	史洛斯 Slaugth	恢复英文词间空格	of	of 	1	ixis Sectorlong before the arrival ofMankind. Much of their known activi
566	史洛斯 Slaugth	恢复英文词间空格	the	the 	1	y takes place around the region of theHazeroth Abyssthat consists of curs
566	史洛斯 Slaugth	恢复英文词间空格	the	the 	1	eir origins are largely unknown to theImperiumthoughRogue Tradersand xeno
566	史洛斯 Slaugth	恢复英文词间空格	the	the 	1	empire that they hold lies far out theTrailing Halo Stars. The circumstan
566	史洛斯 Slaugth	恢复英文词间空格	the	the 	1	e of Imperial space as far back as theAge of Strife. The abundance ofhuma
566	史洛斯 Slaugth	恢复英文词间空格	the	the 	1	ly, however, the upper echelons of theImperiumdismiss them as little more
566	史洛斯 Slaugth	恢复英文词间空格	the	the 	1	"，最终，帝国高层认为它们只不过是一个虚构的东西。

However, theInquisitionknows that the Slaugth e"
566	史洛斯 Slaugth	恢复英文词间空格	the	the 	1	im that several frontier worlds in theSegmentum Obscurushave, over millen
566	史洛斯 Slaugth	恢复英文词间空格	The	The 	1	"如此，众所周知，他们正在为更公开地攻击卡利西斯星区的那一天做准备。

TheStorm WardensSpace Marine Chapteris"
566	史洛斯 Slaugth	恢复英文词间空格	on	on 	1	augth and their warrior constructs onVigilduring the events known as the
566	史洛斯 Slaugth	恢复英文词间空格	the	the 	1	 onVigilduring the events known as theCleansing of Vigil. This conflict c
566	史洛斯 Slaugth	恢复英文词间空格	the	the 	1	narchy. They began by infiltrating theAmaranthine Syndicatewhen it was a 
566	史洛斯 Slaugth	恢复英文词间空格	the	the 	1	rganizations of the Imperium, with theEcclesiarchyandAdeptus Administratu
566	史洛斯 Slaugth	恢复英文词间空格	as	as 	1	 faction formed by a Slaugth known asIntendant Recusantwho has become co
566	史洛斯 Slaugth	恢复英文词间空格	the	the 	1	connection to the viciousRangdanof theGreat Crusade. During theRangdan Xe
566	史洛斯 Slaugth	恢复英文词间空格	the	the 	1	Rangdanof theGreat Crusade. During theRangdan Xenocides, they were observ
566	史洛斯 Slaugth	恢复英文词间空格	the	the 	1	s that of mankind and perhaps even theEldar. Among their more mysterious 
566	史洛斯 Slaugth	恢复英文词间空格	the	the 	1	ar distances without making use of theWarp. Many of their devices are act
566	史洛斯 Slaugth	恢复英文词间空格	Obscurushave	Obscurus have	1	l frontier worlds in the Segmentum Obscurushave, over millennia, been intentionall
566	史洛斯 Slaugth	恢复英文词间空格	Chapteris	Chapter is	1	"准备。

The Storm WardensSpace Marine Chapteris known to have engaged Slaugth and "
566	史洛斯 Slaugth	恢复英文词间空格	a	a 	1	"线中消失。

Their known weapons include aNecrotic Sceptre, a corroded-lookin"
566	史洛斯 Slaugth	恢复英文词间空格	a	a 	1	capable of seriously damaging even aGloriana Class Battleshipin quick o
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	o known as the Temporaferrox or to theEldaras Those Who Evade the Cronean
567	赫鲁德 Hrud	恢复英文词间空格	Eldaras	Eldar as	1	own as the Temporaferrox or to the Eldaras Those Who Evade the Croneand by th
567	赫鲁德 Hrud	恢复英文词间空格	The	The 	1	"的赫鲁德形象，去掉了其典型的覆盖。

**History 历史**

TheImperiumfirst encountered the Hrud "
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	mfirst encountered the Hrud during theGreat Crusade.The earliest Imperial
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	"counters已知遭遇赫鲁德的时间线**

In 999.M30, theIron Warriorswere tasked with theSa"
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	, theIron Warriorswere tasked with theSak'trada Deeps Campaignto cleanse 
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	"eeps Campaignto cleanse and secure theSak'trada Deepsfrom Hrud warrens.

"
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	 980.M35, a major Hrud war against theImperiumtook place known as theHrud
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	nst theImperiumtook place known as theHrud Rising. The infestations led t
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	ud Rising. The infestations led to theDark AngelsChapterbeing deployed ag
567	赫鲁德 Hrud	恢复英文词间空格	of	of 	1	ely send their forces at the world ofHaakonathwhere they engaged theStar
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	orld ofHaakonathwhere they engaged theStar PhantomsChapter. The Space Mar
567	赫鲁德 Hrud	恢复英文词间空格	of	of 	1	M41, Hrud overran the shrine world ofDamhal, attracted by the rich veins
567	赫鲁德 Hrud	恢复英文词间空格	of	of 	1	 planet's stasis-crypts. Regiments ofMordian Iron Guardalong withSons of
567	赫鲁德 Hrud	恢复英文词间空格	with	with 	1	egiments ofMordian Iron Guardalong withSons of Medusawere dispatched. Howe
567	赫鲁德 Hrud	恢复英文词间空格	on	on 	1	on was combatted by Imperial Guard onTavalar. TheKashann Xeno Ridersplay
567	赫鲁德 Hrud	恢复英文词间空格	The	The 	1	atted by Imperial Guard onTavalar. TheKashann Xeno Ridersplayed a pivotal
567	赫鲁德 Hrud	恢复英文词间空格	of	of 	1	 in 783.M41 during the Infestation ofUrsula Spinal. The agri-world becam
567	赫鲁德 Hrud	恢复英文词间空格	of	of 	1	o combat the threat, six regiments ofValhallan Ice Warriorsmade planetfa
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	.790.M41, a Hrud managed to infest theEmperor Class BattleshipPaternus Gl
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	"于是他被审判庭审讯，并带着进行研究的标本。

In 844.M41, theCinchare Hrud Infestationled to eng"
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	 engagements with the39th Cadianof theImperial GuardonCinchareThis confli
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	"the Hrud engage the 1st Company of theDark HandsChapter.

844.M41，辛查尔赫鲁德入"
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	"乌萨卡·E·克里德曾与赫鲁德迁徙作战。

InM42, during theFourth Tyrannic Warthe Hrud are kno"
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	f Those Who Evade the Crone within theLaevenir ArchipelagoasHive FleetOur
567	赫鲁德 Hrud	恢复英文词间空格	as	as 	1	"consume them.This battle continues asWar Zone Laevenir.

六个方舟世界和四个丑角大假面舞"
567	赫鲁德 Hrud	恢复英文词间空格	The	The 	1	"们。这场战斗作为拉维尼尔战区继续进行。

Undated未注明日期

TheLiber Historica Vangeliaaccounts th"
567	赫鲁德 Hrud	恢复英文词间空格	of	of 	1	en from the holy city by the hands ofDaenyathos, a legendary philosopher
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	"a legendary philosopher soldier of theSoul Drinkers.

在某个时刻，众所周知，赫鲁德已经侵扰了"
567	赫鲁德 Hrud	恢复英文词间空格	The	The 	1	"莫滕肯世界。他们被饮魂者的传奇哲学家战士戴尼亚索斯之手赶出了圣城。

TheUltramarinesbattled the Hrud in the"
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	TheUltramarinesbattled the Hrud in theBattle of Ortecha IXwhich saw Battl
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	nt onEs'Tauand were encountered by theLast Chancerswhen they infiltrated 
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	"Last Chancerswhen they infiltrated theTau Empireas mercenaries.

许多赫鲁德出现在"
567	赫鲁德 Hrud	恢复英文词间空格	of	of 	1	e prevention of a Hrud infestation ofCraftworldSaim-Hannwhich would have
567	赫鲁德 Hrud	恢复英文词间空格	The	The 	1	"方舟世界塞姆-罕的赫鲁德侵扰，这将使这艘骄傲战舰变成腐烂的覆盖物。

TheOrdo XenosInquisitorHelynna Valeria"
567	赫鲁德 Hrud	恢复英文词间空格	with	with 	1	na Valeriais known to have treated withEldar,Ulumeathi,Draxians, Hrud and 
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	"nown to have plagued the region of theMaelstrom.

众所周知，许多赫鲁德侵扰一直困扰着大漩涡地区。"
567	赫鲁德 Hrud	恢复英文词间空格	of	of 	1	t, Hrud infested the Delphic mines ofMordant Primeleading to the conflic
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	o a Hrud migration aboard his ship theVesalius. One of his most prominent
567	赫鲁德 Hrud	恢复英文句间空格	.Th	. Th	1	d the Hrud during the Great Crusade.The earliest Imperial reports labeled
567	赫鲁德 Hrud	恢复英文句间空格	.So	. So	1	eworld or the name of their species.Some describe them as a nocturnal spe
567	赫鲁德 Hrud	恢复英文句间空格	.Hr	. Hr	1	 or fled from the advancingTyranids.Hrud DNA has yet to integrate with a 
567	赫鲁德 Hrud	恢复英文句间空格	.Th	. Th	1	Ouroborosthreatened to consume them.This battle continues as War Zone Lae
567	赫鲁德 Hrud	恢复英文词间空格	by	by 	1	"
A dissection of an adult specimen byMagos BiologisSharle Darvusrevealed"
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	e attracted to darkness similar to theDark Eldar. Dissection evidence sug
567	赫鲁德 Hrud	恢复英文词间空格	for	for 	1	ects have made the Hrud impossible forFarseersto track within their Skein
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	" name Those Who Evade the Crone in theAeldarilanguage.

除了视觉之外的其他感官可能是检测赫"
567	赫鲁德 Hrud	恢复英文词间空格	of	of 	1	"突破了破旧的防御工事。

During their invasion ofHaakonethHrud forces were able to c"
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	les of distortion and even blinded theChapter MasterOmadon Tiresiaswhen a
567	赫鲁德 Hrud	恢复英文词间空格	his	his 	1	"eddy speared through the bridge of hisBattle Barge'sCommand Deck.

在入侵哈康内"
567	赫鲁德 Hrud	恢复英文词间空格	and	and 	1	g away in the spaces of transports andSpace Hulksto form new tribes in so
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	 scavenger race, as exemplified by theRespectable Salvager's Nocturnal Co
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	"nevolent pantheon of gods known as theSlah-haiior*""most ancient""*includin"
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	"ir gods entered into a war against theYaam-khohor*""Mirror Devils""*which s"
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	"ith other xenos species, including theEldar.

审判官马图林·拉莱指出，赫鲁德万神殿与包括灵族在内的其"
567	赫鲁德 Hrud	恢复英文词间空格	as	as 	1	uring the Sak'trada Deeps Campaign asGuganncrumbled and the Hrud evacuat
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	"不复存在或消失在分离的粒子中。

**Trivia 琐事**

In theNecromundaZone MortalisUnderhive Ma"
567	赫鲁德 Hrud	恢复英文句间空格	.Fo	. Fo	1	to take place in less than a second.Fortreidon, another Iron Warrior who 
567	赫鲁德 Hrud	恢复英文句间空格	.Ge	. Ge	1	"of a*""Zanhaad""*, a sort ofslave-pet.Genestealer*Contagii*are known to exi"
567	赫鲁德 Hrud	恢复英文词间空格	The	The 	1	"ulebook《战锤40000第三版规则书》中的“赫鲁德夜行战士”

TheWarhammer 40,000 3rd Edition Rulebo"
567	赫鲁德 Hrud	恢复英文词间空格	the	the 	1	 tail. This appearance recurred in theWarhammer 40,000 6th Edition Rulebo
567	赫鲁德 Hrud	恢复英文词间空格	in	in 	1	h. This appearance is corroborated inPerturabo: The Hammer of Olympia (N
567	赫鲁德 Hrud	恢复英文词间空格	in	in 	1	"

Redacted Hrud inLiber Xenologis 在《异型册》中节选修订的赫鲁德"
569	密会 The Cabal	恢复英文词间空格	the	the 	1	laim to have battled the forces of thePrimordial Annihilatorfor a time lo
569	密会 The Cabal	恢复英文词间空格	the	the 	1	g themselves in the development of theHorus Heresyby using their foreknow
569	密会 The Cabal	恢复英文词间空格	of	of 	1	Heresyby using their foreknowledge ofHorus' actions to seemingly subornA
569	密会 The Cabal	恢复英文词间空格	his	his 	1	eemingly subornAlpharius Omegonand hisLegionto their cause before the Gre
569	密会 The Cabal	恢复英文词间空格	to	to 	1	the main, not readily identifiable toImperialauthorities. They are known
569	密会 The Cabal	恢复英文词间空格	the	the 	1	s having a member in the Cabal are theEldar. They are also known to have 
569	密会 The Cabal	恢复英文词间空格	the	the 	1	"Macraggewith the artifact known as theFulgurite.

密会后来指示其特工约翰·格拉马迪库斯和达蒙·普"
569	密会 The Cabal	恢复英文词间空格	the	the 	1	tcome of the Heresy, the Cabal saw theEmperorgiving his life to kill Horu
569	密会 The Cabal	恢复英文词间空格	the	the 	1	ng a howling rictus trapped inside theGolden Throne. They believed that t
569	密会 The Cabal	恢复英文词间空格	the	the 	1	ndingJohn Grammaticusequipped with theFulguriteto try and kill thePrimarc
569	密会 The Cabal	恢复英文词间空格	the	the 	1	d with theFulguriteto try and kill thePrimarchVulkan. The Cabal came to b
569	密会 The Cabal	恢复英文词间空格	the	the 	1	ts path, and Eldrad thus recruited theWord BearerBarthusa Narekin a bid t
569	密会 The Cabal	恢复英文词间空格	and	and 	1	"ngGahet,Slau Dha,Cartur Umenedies, andDamon Prytanis.

乌斯维先知埃尔德拉德·乌斯兰最终将密"
569	密会 The Cabal	恢复英文词间空格	Heresyby	Heresy by	1	es in the development of the Horus Heresyby using their foreknowledge of Horus
569	密会 The Cabal	恢复英文词间空格	Legionto	Legion to	1	ngly subornAlpharius Omegonand his Legionto their cause before the Great Betra
571	艾达灵族 Aeldari	删除误重复字	人组成的的弃民海	人组成的弃民海	1	
572	因尼德 Ynnead	恢复英文句间空格	.In	. In	1	strength to defeat Slaanesh forever.In 991.M41, the Eldar Mystic Kysadura
573	黑暗灵族 Drukhari	恢复英文句间空格	.Du	. Du	1	 lack of sunlight within Commorragh.Due to being bred over the many mille
574	欧克蛮人 Orks	恢复英文句间空格	.So	. So	1	r to that of an Imperial Warp Drive.Some are rebuilt from the ruins of sa
580	利维坦 Leviathan	Field 对应的错别字	静滞立场	静滞力场	1	
584	太空死灵 Necrons	英文拼写	recieved	received	1	 and Scarabs. In 2002, the Necrons recieved their first official army codex wh
585	灯塔 Pharos	恢复英文词间空格	of	of 	1	The Pharos is a pre-Imperialpiece ofNecrontechnology that is able to ha
585	灯塔 Pharos	恢复英文词间空格	the	the 	1	iously desired, without the use of theWarp. Instead of routing through th
585	灯塔 Pharos	恢复英文词间空格	the	the 	1	sed to navigate the Warp much like theAstronomican, except while the Astr
585	灯塔 Pharos	恢复英文词间空格	by	by 	1	"function was completely unhindered byWarp Storms.

它还可以辅助亚空间航行，就像星炬一样被用来"
585	灯塔 Pharos	恢复英文词间空格	from	from 	1	"战役期间在山顶上的灯塔

**History 历史**

Built fromBlackstone, the Pharos array was or"
585	灯塔 Pharos	恢复英文词间空格	the	the 	1	rray was originally constructed by theNecronsfor rapid communications and
585	灯塔 Pharos	恢复英文词间空格	is	is 	1	by eightC'tan Shards, one of which isZarhulash.When the Necrons emerged 
585	灯塔 Pharos	恢复英文词间空格	the	the 	1	umber, the array went inactive. By theAge of the Imperiumthe only known s
585	灯塔 Pharos	恢复英文词间空格	on	on 	1	he only known surviving Pharos was onSotha.Belisarius Cawlstates that he
585	灯塔 Pharos	恢复英文词间空格	the	the 	1	"negate the effects and presence of theWarp.

灯塔阵列由黑石建造，最初由死灵建造，用于快速通信和超光速"
585	灯塔 Pharos	恢复英文词间空格	by	by 	1	"的影响和存在。

The Pharos was discovered byHumanityon Sotha byBarabas Dantioch"
585	灯塔 Pharos	恢复英文词间空格	by	by 	1	 was discovered byHumanityon Sotha byBarabas Dantiochduring theHorus Her
585	灯塔 Pharos	恢复英文词间空格	the	the 	1	yon Sotha byBarabas Dantiochduring theHorus Heresyand used byRoboute Guil
585	灯塔 Pharos	恢复英文词间空格	by	by 	1	iochduring theHorus Heresyand used byRoboute Guillimanas a beacon to att
585	灯塔 Pharos	恢复英文词间空格	the	the 	1	 became the subject of battle when theNight LordsunderKrukeshdiscovered t
585	灯塔 Pharos	恢复英文词间空格	the	the 	1	mined to claim it in order to find theNightfallandKonrad Curze. In the en
585	灯塔 Pharos	恢复英文词间空格	the	the 	1	"involved, this act served to alert theTyranidsto theGalaxy.

灯塔是人类在荷鲁斯叛乱期"
585	灯塔 Pharos	恢复英文词间空格	the	the 	1	" act served to alert theTyranidsto theGalaxy.

灯塔是人类在荷鲁斯叛乱期间由巴拉巴斯·丹提欧克在索萨"
585	灯塔 Pharos	恢复英文词间空格	the	the 	1	's successors, a new chapter named theScythes of the Emperor, after theTh
585	灯塔 Pharos	恢复英文词间空格	the	the 	1	"d theScythes of the Emperor, after theThird Founding.

叛乱之后，基里曼下令摧毁灯塔 — 从"
585	灯塔 Pharos	恢复英文词间空格	the	the 	1	 Millennia later, the formation of theGreat Riftreactivated the now fully
585	灯塔 Pharos	恢复英文词间空格	of	of 	1	e has been discovered on the world ofPlanet 7/2within theNephilim Sector
585	灯塔 Pharos	恢复英文词间空格	the	the 	1	"ed on the world ofPlanet 7/2within theNephilim Sector.

第二个灯塔装置在拿非利星区的7/2"
585	灯塔 Pharos	恢复英文词间空格	a	a 	1	"现。

**Technology 技术**

A Pharos is aNecrondevice which allows the Necro"
585	灯塔 Pharos	恢复英文词间空格	of	of 	1	their past emanations. In the case ofBelisarius Cawl, it allowed him to 
585	灯塔 Pharos	恢复英文词间空格	Necronsfor	Necrons for	1	 was originally constructed by the Necronsfor rapid communications andFTLtravel.
585	灯塔 Pharos	恢复英文词间空格	Heresyand	Heresy and	1	y Barabas Dantiochduring the Horus Heresyand used by Roboute Guillimanas a beac
585	灯塔 Pharos	恢复英文词间空格	Guillimanas	Guilliman as	1	he Horus Heresyand used by Roboute Guillimanas a beacon to attract scattered loya
585	灯塔 Pharos	恢复英文词间空格	Tyranidsto	Tyranids to	1	"lved, this act served to alert the Tyranidsto the Galaxy.

灯塔是人类在荷鲁斯叛乱期间由巴拉巴斯·丹提"
585	灯塔 Pharos	恢复英文句间空格	.Wh	. Wh	1	n Shards, one of which is Zarhulash.When the Necrons emerged into their g
585	灯塔 Pharos	恢复英文句间空格	.Be	. Be	1	known surviving Pharos was on Sotha.Belisarius Cawlstates that he found a
585	灯塔 Pharos	恢复英文句间空格	.Th	. Th	1	to his new empire,Imperium Secundus.The Pharos became the subject of batt
585	灯塔 Pharos	恢复英文句间空格	.Ar	. Ar	1	e now-reborn Scythes of the Emperor.ArchmagosBelisarius Cawlled an expedi
585	灯塔 Pharos	恢复英文句间空格	.Ul	. Ul	1	s to close the Rift and defeatChaos.Ultimately during Cawl's experiments 
585	灯塔 Pharos	恢复英文句间空格	.Th	. Th	1	 multiple parts of reality together.The beacon within Mount Pharos was po
585	灯塔 Pharos	恢复英文句间空格	.Wh	. Wh	1	t Pharos was powered byC'tan Shards.When activated, the device creates a 
585	灯塔 Pharos	恢复英文句间空格	.Wi	. Wi	1	personality never recollecting them.Within the Pharos beacon, this phenom
586	方尖碑 Pylons	恢复英文词间空格	the	the 	1	d back significant overlap between theWarpandrealspace.The form and numbe
586	方尖碑 Pylons	恢复英文句间空格	.Th	. Th	1	verlap between the Warpandrealspace.The form and number of the pylons on 
586	方尖碑 Pylons	恢复英文词间空格	of	of 	1	ocus for warp energies. The forces ofChaoshave learned how to subvert th
586	方尖碑 Pylons	恢复英文词间空格	of	of 	1	alspace, is seen in the subversion ofProject Aurora's pylon network onDe
586	方尖碑 Pylons	恢复英文词间空格	on	on 	1	"n ofProject Aurora's pylon network onDemerium.

死灵方尖碑使用带反至高天电光来抑制亚空间的影响。"
586	方尖碑 Pylons	恢复英文词间空格	Chaoshave	Chaos have	1	s for warp energies. The forces of Chaoshave learned how to subvert these mater
586	方尖碑 Pylons	恢复英文句间空格	.Ho	. Ho	1	r to dampen the effects of the warp.However, Noctolith can both ward agai
586	方尖碑 Pylons	恢复英文句间空格	.An	. An	1	e veil between the Warp and reality.An example of these devices can be fl
586	方尖碑 Pylons	恢复英文词间空格	the	the 	1	have unique properties, as seen in thePariah Nexus. Each set is one part 
586	方尖碑 Pylons	恢复英文词间空格	as	as 	1	"ds with Pylons using vessels known asPylon Ships.

每一组独特的方尖碑似乎都有其独特的属性，如"
586	方尖碑 Pylons	恢复英文词间空格	and	and 	1	esdid much research on the pylons, andBelisarius Cawldeveloped his work m
586	方尖碑 Pylons	恢复英文词间空格	the	the 	1	"e pylon networks once found around theEye of Terror.

黄泉的秘传大贤者西格鲁斯·赫托芬对方尖"
586	方尖碑 Pylons	恢复英文词间空格	on	on 	1	"a particular planet, such as those onCadia.

这些结构高一公里，在地下半公里，两侧各半公里。它们有错"
586	方尖碑 Pylons	恢复英文词间空格	of	of 	1	"定的行星上，它们往往有着复杂的排列，比如卡迪亚上的那些。

Made ofBlackstone, they are believed to be"
586	方尖碑 Pylons	恢复英文词间空格	of	of 	1	lackstone, they are believed to be ofNecrondesign and intended to influe
586	方尖碑 Pylons	恢复英文词间空格	the	the 	1	alm area of warp space, now called theCadian Gate, which is the only safe
586	方尖碑 Pylons	恢复英文词间空格	of	of 	1	rloading them with massive amounts ofWarpenergy, such as an influx ofDae
586	方尖碑 Pylons	恢复英文词间空格	of	of 	1	ts ofWarpenergy, such as an influx ofDaemons. During hisBlack Crusades,A
586	方尖碑 Pylons	恢复英文词间空格	his	his 	1	uch as an influx ofDaemons. During hisBlack Crusades,Abaddonhunted and de
586	方尖碑 Pylons	恢复英文词间空格	the	the 	1	yed pylon networks on planets near theEye of Terror, thereby weakening th
586	方尖碑 Pylons	恢复英文词间空格	the	the 	1	h it. This caused the formation of theGreat Rift, which split the galaxy 
586	方尖碑 Pylons	恢复英文词间空格	of	of 	1	hant cartels and personal supplies ofBlackstone.These plans never came t
586	方尖碑 Pylons	恢复英文词间空格	by	by 	1	" by an Inquisitorial taskforce led byEisenhorn.

在338.M41之前的一段时间，激进派审判官奇"
586	方尖碑 Pylons	恢复英文句间空格	.In	. In	1	 only safe thoroughfare in the area.InquisitorQuixosattempted to construc
586	方尖碑 Pylons	恢复英文句间空格	.Th	. Th	1	"e ""Sons of Bael"" studied the pylons.These studies bore fruit, and Quixos "
586	方尖碑 Pylons	恢复英文句间空格	.Th	. Th	1	and personal supplies of Blackstone.These plans never came to fruition as
586	方尖碑 Pylons	恢复英文词间空格	the	the 	1	orces of Chaosopening awarp riftin theSkahren Systemafter a pylon node is
586	方尖碑 Pylons	恢复英文词间空格	the	the 	1	"毁后，混沌势力在斯卡伦星系中打开了一个亚空间裂隙

Recently theNecronsunder theSilent KingSzarekhh"
586	方尖碑 Pylons	恢复英文词间空格	the	the 	1	"了一个亚空间裂隙

Recently theNecronsunder theSilent KingSzarekhhave created the "
586	方尖碑 Pylons	恢复英文词间空格	the	the 	1	eated the largest pylon network in theNephilim Sector. Known as thePariah
586	方尖碑 Pylons	恢复英文词间空格	the	the 	1	rk in theNephilim Sector. Known as thePariah Nexus, it is part of an ambi
586	方尖碑 Pylons	恢复英文词间空格	the	the 	1	it is part of an ambitious plan by theXenosto eventually shut out the War
586	方尖碑 Pylons	恢复英文词间空格	the	the 	1	"ed from Necron Pylons to stabilize theAttilan GatetoImperium Nihilus.

最近"
586	方尖碑 Pylons	恢复英文词间空格	Necronsunder	Necrons under	1	"沌势力在斯卡伦星系中打开了一个亚空间裂隙

Recently the Necronsunder the Silent KingSzarekhhave created"
586	方尖碑 Pylons	恢复英文句间空格	.Ob	. Ob	1	entually shut out the Warp entirely.Observing this,Belisarius Cawllater a
742	-M15/M18 泰拉时代 The Age of Terra	恢复英文词间空格	of	of 	1	ankind was limited to the confines ofTerraand ancient civilisations came
742	-M15/M18 泰拉时代 The Age of Terra	恢复英文词间空格	the	the 	1	space travel and colonised most of theSolar System, though no records rem
742	-M15/M18 泰拉时代 The Age of Terra	恢复英文词间空格	were	were 	1	ils.Most notable of these colonies wereMars, and the moons ofJupiter,Satur
742	-M15/M18 泰拉时代 The Age of Terra	恢复英文词间空格	of	of 	1	"e colonies wereMars, and the moons ofJupiter,Saturn, andNeptune.

在这段时间的"
742	-M15/M18 泰拉时代 The Age of Terra	恢复英文词间空格	and	and 	1	"s, and the moons ofJupiter,Saturn, andNeptune.

在这段时间的大部分里，人类被限制在泰拉的范围内，古"
742	-M15/M18 泰拉时代 The Age of Terra	恢复英文词间空格	on	on 	1	 into the stars, and their landing onLunawas only the first small step.I
742	-M15/M18 泰拉时代 The Age of Terra	恢复英文词间空格	the	the 	1	ged against others, mostly notably theOrks.Some postulate that Orks were 
742	-M15/M18 泰拉时代 The Age of Terra	恢复英文词间空格	the	the 	1	"
The Age of Terra was succeeded by theDark Age of Technologyas humanity b"
742	-M15/M18 泰拉时代 The Age of Terra	恢复英文词间空格	Terraand	Terra and	1	ind was limited to the confines of Terraand ancient civilisations came and wen
742	-M15/M18 泰拉时代 The Age of Terra	恢复英文句间空格	.Th	. Th	1	the15th Millenniumor18th Millennium.This was an age of adventure and hope
742	-M15/M18 泰拉时代 The Age of Terra	恢复英文句间空格	.Mo	. Mo	1	ough no records remain with details.Most notable of these colonies were M
742	-M15/M18 泰拉时代 The Age of Terra	恢复英文句间空格	.So	. So	1	avel, it began during this this age.Some claim that the 13Appollianswere 
742	-M15/M18 泰拉时代 The Age of Terra	恢复英文句间空格	.In	. In	1	n Lunawas only the first small step.Interstellar travel started as small 
742	-M15/M18 泰拉时代 The Age of Terra	恢复英文句间空格	.So	. So	1	nst others, mostly notably the Orks.Some postulate that Orks were probabl
743	M15-M25 黑暗技术时代 Dark Age of Technology	Field 对应的错别字	盖勒立场	盖勒力场	1	
743	M15-M25 黑暗技术时代 Dark Age of Technology	恢复英文句间空格	.In	. In	1	 way the Tau ships currently travel.In the early days of Warp travel, man
746	703.M30 第一次月球平定 First Pacification of Luna	恢复英文词间空格	of	of 	1	 Luna saw the complete subjugation ofTerra's moon,Luna, by the earlyLegi
746	703.M30 第一次月球平定 First Pacification of Luna	恢复英文词间空格	the	the 	1	Astartes. The first true battle of theGreat Crusade, the subjugation of L
746	703.M30 第一次月球平定 First Pacification of Luna	恢复英文词间空格	the	the 	1	e, the subjugation of Luna allowed theEmperorto use its advanced genetics
746	703.M30 第一次月球平定 First Pacification of Luna	恢复英文词间空格	His	His 	1	"enetics facilities to mass-produce HisSpace Marines.

第一次月球平定见证了早期阿斯塔特军团对"
746	703.M30 第一次月球平定 First Pacification of Luna	恢复英文词间空格	the	the 	1	erran skies, it was launched while theUnification Warson Earth itself wer
746	703.M30 第一次月球平定 First Pacification of Luna	恢复英文词间空格	the	the 	1	 this point, Luna was dominated by theSelenargene-cults which believed th
746	703.M30 第一次月球平定 First Pacification of Luna	恢复英文词间空格	the	the 	1	d become the rulers of Luna during theAge of Strife, and were led by wome
746	703.M30 第一次月球平定 First Pacification of Luna	恢复英文词间空格	by	by 	1	"ockets.This vanguard was commanded byPraetorMaral Lupus, ""the White Wolf"
746	703.M30 第一次月球平定 First Pacification of Luna	恢复英文词间空格	the	the 	1	"lts sided with the traitors during theHorus Heresy.

然而，从他们投降的那一刻起，赛琳娜教派继"
746	703.M30 第一次月球平定 First Pacification of Luna	恢复英文词间空格	Emperorto	Emperor to	1	he subjugation of Luna allowed the Emperorto use its advanced genetics faciliti
746	703.M30 第一次月球平定 First Pacification of Luna	恢复英文词间空格	Legionwith	Legion with	1	"elenar effectively poisoned theIII Legionwith a disease known as ""the Blight"".Th"
